artist_song,year
2 Pac|||California Love,1996
2Pac|||How Do U Want It,1996
702|||Where My Girls At?,1999
Ace Of Base|||All That She Wants,1993
Ace Of Base|||Don't Turn Around,1994
Ace Of Base|||The Sign,1994
Adina Howard|||Freak Like Me,1995
Aerosmith|||I Don't Want To Miss A Thing,1998
Aerosmith|||Janie's Got A Gun,1990
Alanis Morissette|||Ironic,1996
Alannah Myles|||Black Velvet,1990
Alias|||More Than Words Can Say,1990
All Saints|||Never Ever,1998
All-4-One|||I Swear,1994
Allure|||All Cried Out,1997
Amy Grant|||Baby Baby,1991
Amy Grant|||Every Heartbeat,1991
Atlantic Starr|||Masterpiece,1992
"B-52's, The|||Roam",1990
BLACKstreet|||No Diggity,1996
Babyface|||When Can I See You,1994
"Backstreet Boys, The|||Everybody ",1998
"Backstreet Boys, The|||Quit Playing Games",1997
Barenaked Ladies|||One Week,1998
Bell Biv DeVoe|||Do Me!,1990
Bell Biv DeVoe|||Poison,1990
Bette Midler|||From A Distance,1990
Billy Idol|||Cradle Of Love,1990
Billy Joel|||The River Of Dreams,1993
Billy Ray Cyrus|||Achy Breaky Heart,1992
Bobby Brown|||Humpin' Around,1992
Bon Jovi|||Always,1994
Bone Thugs N Harmony|||Look Into My Eyes,1997
Bone Thugs N Harmony|||Tha Crossroads,1996
Boyz II Men|||4 Seasons Of Loneliness,1997
Boyz II Men|||End Of The Road,1992
Boyz II Men|||I'll Make Love To You,1994
Boyz II Men|||In The Still Of The Nite ,1992
Boyz II Men|||It's So Hard To Say Goodbye To Yesterday,1991
Boyz II Men|||Motownphilly,1991
Boyz II Men|||On Bended Knee,1994
Boyz II Men|||Water Runs Dry,1995
Brandy and Monica|||The Boy Is Mine,1998
Brandy|||Baby,1995
Brandy|||Have You Ever?,1999
Brandy|||Sittin' Up In My Room,1996
Brian McKnight|||Back At One,1999
Britney Spears|||..Baby One More Time,1999
Bryan Adams|||All For Love,1994
Bryan Adams|||Can't Stop This Thing We Started,1991
Bryan Adams|||Everything I Do I Do It For You,1991
Bryan Adams|||Have You Ever Really Loved A Woman?,1995
Busta Rhymes|||What's It Gonna Be?!,1999
C and C Music Factory|||Gonna Make You Sweat,1991
C and C Music Factory|||Here We Go,1991
C+C Music Factory|||Things That Make You Go Hmmmm,1991
Calloway|||I Wanna Be Rich,1990
Cathy Dennis|||Touch Me ,1991
Celine Dion|||All By Myself,1997
Celine Dion|||Because You Loved Me,1996
Celine Dion|||If You Asked Me To,1992
Celine Dion|||It's All Coming Back To Me Now,1996
Celine Dion|||My Heart Will Go On,1998
Celine Dion|||The Power Of Love,1994
Celine Dion|||Where Does My Heart Beat Now,1991
Changing Faces|||Stroke You Up,1994
Cher|||Believe,1999
Christina Aguilera|||Genie In A Bottle,1999
Color Me Badd|||All 4 Love,1991
Color Me Badd|||I Adore Mi Amor,1991
Color Me Badd|||I Wanna Sex You Up,1991
Coolio|||Fantastic Voyage,1994
Coolio|||Gangsta's Paradise,1995
Crash Test Dummies|||Mmm Mmm Mmm Mmm,1994
D.R.S.|||Gangsta Lean,1993
DJ Jazzy Jeff and The Fresh Prince|||Summertime,1991
Damn Yankees|||High Enough,1991
Deborah Cox|||Nobody's Supposed To Be Here,1998
Deee-Lite|||Groove Is In The Heart,1990
"Destiny's Child|||Bills, Bills, Bills",1999
Divine|||Lately,1998
Donna Lewis|||I Love You Always Forever,1996
Dr. Dre|||Nuthin' But A G Thang,1993
Dru Hill|||How Deep Is Your Love,1998
Dru Hill|||In My Bed,1997
Duran Duran|||Ordinary World,1993
EMF|||Unbelievable,1991
Elton John|||Can You Feel The Love Tonight,1994
Elton John|||Candle In The Wind,1997
En Vogue|||Don't Let Go ,1996
En Vogue|||Hold On,1990
En Vogue|||My Lovin' ,1992
Enigma|||Return To Innocence,1994
Enrique Iglesias|||Bailamos,1999
Eric Clapton|||Tears In Heaven,1992
Everything But The Girl|||Missing,1996
Extreme|||Hole Hearted,1991
Extreme|||More Than Words,1991
George Michael|||Don't Let The Sun Go Down On Me,1992
George Michael|||Praying For Time,1990
Glenn Medeiros|||She Ain't Worth It,1990
Gloria Estefan|||Coming Out Of The Dark,1991
Guns N' Roses|||November Rain,1992
H-Town|||Knockin' Da Boots,1993
Hanson|||MMMbop,1997
Heart|||All I Wanna Do Is Make Love To You,1990
"Heights, The|||How Do You Talk To An Angel",1992
Hi-Five|||I Like The Way ,1991
House Of Pain|||Jump Around,1992
Ini Kamoze|||Here Comes The Hotstepper,1994
Jade|||Don't Walk Away,1993
James Ingram|||I Don't Have The Heart,1990
Jane Child|||Don't Wanna Fall In Love,1990
Janet Jackson|||Again,1993
Janet Jackson|||Alright,1990
Janet Jackson|||And On And On,1994
"Janet Jackson|||Any Time, Any Place",1994
Janet Jackson|||Black Cat,1990
Janet Jackson|||Come Back To Me,1990
Janet Jackson|||Escapade,1990
Janet Jackson|||If,1993
Janet Jackson|||Love Will Never Do ,1991
Janet Jackson|||Runaway,1995
Janet Jackson|||That's The Way Love Goes,1993
Janet|||I Get Lonely,1998
Janet|||Together Again,1997
Jennifer Lopez|||If You Had My Love,1999
Jennifer Paige|||Crush,1998
Jessica Simpson|||I Wanna Love You Forever,1999
"Jesus Jones|||Real, Real, Real",1991
"Jesus Jones|||Right Here, Right Now",1991
Jewel|||You Were Meant For Me,1997
Joan Osborne|||One Of Us,1996
Jodeci|||Lately,1993
Jody Watley|||Everything,1990
Joe Public|||Live And Learn,1992
John Mellencamp|||Wild Night,1994
Johnny Gill|||Rub You The Right Way,1990
Jon Bon Jovi|||Blaze Of Glory,1990
K-Ci and JoJo|||All My Life,1998
K-Ci and JoJo|||Tell Me It's Real,1999
Karyn White|||Romantic,1991
Keith Sweat|||Nobody,1996
Keith Sweat|||Twisted,1996
Kris Kross|||Jump,1992
LFO|||Summer Girls,1999
LL Cool J|||Hey Lover,1995
LL Cool J|||Loungin',1996
LSG|||My Body,1997
Lauryn Hill|||Doo Wop ,1998
LeAnn Rimes|||How Do I Live,1997
Lenny Kravitz|||It Ain't Over Til It's Over,1991
Lisa Loeb and Nine Stories|||Stay,1994
Lisa Stansfield|||All Around The World,1990
Londonbeat|||I've Been Thinking About You,1991
Los Del Rio|||Macarena,1996
Lou Bega|||Mambo No. 5 ,1999
Luther Vandross|||Endless Love,1994
Luther Vandross|||Power Of Love,1991
M.C. Hammer|||Have You Seen Her,1990
M.C. Hammer|||Pray,1990
Madonna|||Erotica,1992
Madonna|||Frozen,1998
Madonna|||I'll Remember,1994
Madonna|||Justify My Love,1990
Madonna|||Secret,1994
Madonna|||Take A Bow,1995
Madonna|||This Used To Be My Playground,1992
Madonna|||Vogue,1990
Marc Anthony|||I Need To Know,1999
Mariah Carey|||Always Be My Baby,1996
Mariah Carey|||Can't Let Go,1992
Mariah Carey|||Dreamlover,1993
Mariah Carey|||Emotions,1991
Mariah Carey|||Fantasy,1995
Mariah Carey|||Heartbreaker,1999
Mariah Carey|||Hero,1993
Mariah Carey|||Honey,1997
Mariah Carey|||I Don't Wanna Cry,1991
Mariah Carey|||I Still Believe,1999
Mariah Carey|||I'll Be There ,1992
Mariah Carey|||Love Takes Time,1990
Mariah Carey|||My All,1998
Mariah Carey|||Never Forget You,1994
Mariah Carey|||One Sweet Day,1995
Mariah Carey|||Someday,1991
Mariah Carey|||Vision Of Love,1990
Mariah Carey|||Without You,1994
Mark Morrison|||Return Of The Mack,1997
Marky Mark and The Funky Bunch|||Good Vibrations,1991
Mary J. Blige|||Not Gon' Cry,1996
Maxi Priest|||Close To You,1990
Maxwell|||Fortunate,1999
Meat Loaf|||I'd Do Anything For Love ,1993
Meredith Brooks|||Bitch,1997
Merril Bainbridge|||Mouth,1996
Method Man|||I'll Be There For You,1995
Michael Bolton|||How Am I Supposed To Live Without You,1990
Michael Bolton|||How Can We Be Lovers,1990
Michael Bolton|||Love Is A Wonderful Thing,1991
Michael Bolton|||When A Man Loves A Woman,1991
Michael Jackson|||Black Or White,1991
Michael Jackson|||Remember The Time,1992
Michael Jackson|||You Are Not Alone,1995
Milli Vanilli|||All Or Nothing,1990
Monica|||Angel Of Mine,1999
Monica|||Don't Take It Personal,1995
Monica|||For You I Will,1997
Monica|||The First Night,1998
Montell Jordan|||Let's Ride,1998
Montell Jordan|||This Is How We Do It,1995
Mr. Big|||To Be With You,1992
Nelson|||Can't Live Without Your Love And Affection,1990
New Edition|||Hit Me Off,1996
New Kids On The Block|||Step By Step,1990
Next|||Too Close,1998
Nicki French|||Total Eclipse Of The Heart,1995
"Notorious B.I.G., The|||Hypnotize",1997
"Notorious B.I.G., The|||Mo Money, Mo Problems",1997
"Notorious B.I.G., The|||One More Chance-Stay With Me",1995
"Notorious B.I.G., The|||The What",1995
Onyx|||Slam,1993
PM Dawn|||I'd Die Without You,1992
PM Dawn|||Set Adrift On Memory Bliss,1991
Patty Smyth|||Sometimes Love Just Ain't Enough,1992
Paula Abdul|||Opposites Attract,1990
Paula Abdul|||Rush Rush,1991
Paula Abdul|||The Promise Of A New Day,1991
Peabo Bryson and Regina Bell|||A Whole New World,1993
Pearl Jam|||Last Kiss,1999
Pebbles|||Giving You The Benefit,1990
Phil Collins|||Do You Remember?,1990
Phil Collins|||I Wish It Would Rain Down,1990
Phil Collins|||Something Happened On The Way To Heaven,1990
Poison|||Something To Believe In,1990
Poison|||Unskinny Bop,1990
Prince|||Diamonds And Pearls,1992
"Proclaimers, The|||I'm Gonna Be ",1993
Puff Daddy and Faith Evans|||I'll Be Missing You,1997
Puff Daddy|||Been Around The World,1998
Puff Daddy|||Can't Nobody Hold Me Down,1997
Puff Daddy|||Satisfy You,1999
Quad City DJ's|||C'Mon N' Ride It ,1996
R. Kelly|||Bump N' Grind,1994
R. Kelly|||Down Low ,1996
R. Kelly|||I Believe I Can Fly,1996
R. Kelly|||I'm Your Angel,1998
R. Kelly|||You Remind Me Of Something,1995
R.E.M.|||Losing My Religion,1991
Ralph Tresvant|||Sensitivity,1991
Real McCoy|||Another Night,1994
Real McCoy|||Run Away,1995
Red Hot Chili Peppers|||Under The Bridge,1992
Ricky Martin|||Livin' La Vida Loca,1999
Ricky Martin|||She's All I Ever Had,1999
Right Said Fred|||I'm Too Sexy,1992
Rod Stewart|||Downtown Train,1990
Roxette|||Dangerous,1990
Roxette|||Fading Like A Flower ,1991
Roxette|||It Must Have Been Love,1990
Roxette|||Joyride,1991
SWV|||Right Here ,1993
SWV|||Weak,1993
Salt 'N Pepa|||Shoop,1993
Salt 'N Pepa|||Whatta Man,1994
Santana|||Smooth,1999
Sarah McLachlan|||Adia,1998
Sarah McLachlan|||Angel,1999
Savage Garden|||I Knew I Loved You,1999
Savage Garden|||I Want You,1997
Savage Garden|||Truly Madly Deeply,1998
Scorpions|||Wind Of Change,1991
Seal|||Kiss From A Rose,1995
Seduction|||Two To Make It Right,1990
Shaggy|||Boombastic,1995
Shai|||If I Ever Fall In Love,1992
Shania Twain|||From This Moment On,1998
Shania Twain|||You're Still The One,1998
Shanice|||I Love Your Smile,1992
Shanice|||Saving Forever For You,1993
Sheryl Crow|||All I Wanna Do,1994
Silk|||Freak Me,1993
Sinead O'Connor|||Nothing Compares 2 U,1990
Sir Mix-A-Lot|||Baby Got Back,1992
Sixpence None The Richer|||Kiss Me,1999
Smash Mouth|||All Star,1999
Snap!|||The Power,1990
Snow|||Informer,1993
Somethin' For The People|||My Love Is The Shhh!,1997
Soul For Real|||Candy Rain,1995
"Spice Girls, The|||Wannabe",1997
Stevie B|||Because I Love You ,1990
Styx|||Show Me The Way,1991
Sugar Ray|||Every Morning,1999
Surface|||The First Time,1991
Sweet Sensation|||If Wishes Came True,1990
TLC|||Baby-Baby-Baby,1992
TLC|||Creep,1995
TLC|||No Scrubs,1999
TLC|||Red Light Special,1995
TLC|||Unpretty,1999
TLC|||Waterfalls,1995
Tag Team|||Whoomp! There It Is,1993
Tara Kemp|||Hold You Tight,1991
Taylor Dayne|||I'll Be Your Shelter,1990
Taylor Dayne|||Love Will Lead You Back,1990
Technotronic|||Pump Up The Jam,1990
Third Eye Blind|||Semi-Charmed Life,1997
Timmy T|||One More Try,1991
Tommy Page|||I'll Be Your Everything,1990
Toni Braxton|||Breathe Again,1994
Toni Braxton|||Un-Break My Heart,1996
Toni Braxton|||You're Makin' Me High,1996
Tony Rich Project|||Nobody Knows,1996
Tracie Spencer|||This House,1991
Tracy Chapman|||Give Me One Reason,1996
UB40|||Can't Help Falling In Love,1993
Usher|||My Way,1998
Usher|||Nice and Slow,1998
Usher|||You Make Me Wanna..,1997
Vanessa Williams and Brian McKnight|||Love Is,1993
Vanessa Williams|||Colors Of The Wind,1995
Vanessa Williams|||Save The Best For Last,1992
Vanilla Ice|||Ice Ice Baby,1990
Vanilla Ice|||Play That Funky Music,1991
Warren G|||Regulate,1994
Whitney Houston|||All The Man That I Need,1991
Whitney Houston|||Exhale ,1995
Whitney Houston|||Heartbreak Hotel,1999
Whitney Houston|||I Believe In You And Me,1997
Whitney Houston|||I Have Nothing,1993
Whitney Houston|||I Will Always Love You,1992
Whitney Houston|||I'm Every Woman,1993
Whitney Houston|||I'm Your Baby Tonight,1990
Whitney Houston|||It's Not Right But It's Okay,1999
Will Smith|||Gettin' Jiggy Wit It,1998
Will Smith|||Wild Wild West,1999
Wilson Phillips|||Hold On,1990
Wilson Phillips|||Impulsive,1990
Wilson Phillips|||Release Me,1990
Wilson Phillips|||You're In Love,1991
Wreckx-N-Effect|||Rump Shaker,1992
Xscape|||Just Kickin' It,1993
diVINYLS|||I Touch Myself,1991
